"특성별","경험및변화별","품목군별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"50대","구입없음","신규기능성식품","비율","","","","39.6","37.8",
"50대","구입있음","비타민 및 무기질","비율","","77.3","81.2","80.7","79.9",
"50대","구입있음","식이섬유","비율","","44.7","44.4","42.3","44.4",
"50대","구입있음","아미노산 및 단백질","비율","","42","42.4","50.2","40.6",
"50대","구입있음","필수지방산","비율","","65.9","67.5","","",
"50대","구입있음","지방산","비율","","","","71","68.3",
"50대","구입있음","클로렐라/엽록소","비율","","39.7","35.2","","",
"50대","구입있음","엽록소","비율","","","","36.6","39.8",
"50대","구입있음","인삼류","비율","","71.3","71.6","64.4","69.3",
"50대","구입있음","페놀류","비율","","35.9","33.8","38.6","42.1",
"50대","구입있음","당 및 탄수화물","비율","","40.2","38.4","42","44.2",
"50대","구입있음","발효미생물류","비율","","58.6","68","75.3","73.3",
"50대","구입있음","신규기능성식품","비율","","","","60.4","62.2",
"50대","매우 감소","비타민 및 무기질","비율","%","3.1","1.6","2.8","1",
"50대","매우 감소","식이섬유","비율","%","7.9","3","6","8.1",
"50대","매우 감소","아미노산 및 단백질","비율","%","6.7","3.8","7.1","11.5",
"50대","매우 감소","필수지방산","비율","%","3.7","4.2","","",
"50대","매우 감소","지방산","비율","%","","","1.4","2.1",
"50대","매우 감소","클로렐라/엽록소","비율","%","10.9","10","","",
"50대","매우 감소","엽록소","비율","%","","","4.8","8",
"50대","매우 감소","인삼류","비율","%","5.5","4.9","4","5.9",
"50대","매우 감소","페놀류","비율","%","8.6","3.6","8.2","9.3",
"50대","매우 감소","당 및 탄수화물","비율","%","11.1","9.3","4.6","9.2",
"50대","매우 감소","발효미생물류","비율","%","3.5","2.7","1.7","2.2",
"50대","매우 감소","신규기능성식품","비율","%","","","1.7","5.7",
"50대","약간 감소","비타민 및 무기질","비율","%","3.2","4.1","8.8","6.2",
"50대","약간 감소","식이섬유","비율","%","25.6","17.7","23.3","18.9",
"50대","약간 감소","아미노산 및 단백질","비율","%","15.3","14.3","18.2","22.8",
"50대","약간 감소","필수지방산","비율","%","13","8.6","","",
"50대","약간 감소","지방산","비율","%","","","9.1","9.7",
"50대","약간 감소","클로렐라/엽록소","비율","%","15.7","13.1","","",
"50대","약간 감소","엽록소","비율","%","","","19.7","27.6",
"50대","약간 감소","인삼류","비율","%","17.1","9.9","15.1","17.2",
"50대","약간 감소","페놀류","비율","%","21","16.4","22.3","22.9",
"50대","약간 감소","당 및 탄수화물","비율","%","21.3","6.9","20.4","18.8",
"50대","약간 감소","발효미생물류","비율","%","13.2","8.9","8.1","11.1",
"50대","약간 감소","신규기능성식품","비율","%","","","7.7","16",
"50대","비슷","비타민 및 무기질","비율","%","78","58.6","69.4","74.8",
"50대","비슷","식이섬유","비율","%","51.9","65.2","50.3","62.5",
"50대","비슷","아미노산 및 단백질","비율","%","62.1","62.2","50.9","58.4",
"50대","비슷","필수지방산","비율","%","64.2","55.7","","",
"50대","비슷","지방산","비율","%","","","61.5","71.4",
"50대","비슷","클로렐라/엽록소","비율","%","64.8","68.2","","",
"50대","비슷","엽록소","비율","%","","","61.6","58.8",
"50대","비슷","인삼류","비율","%","59.7","60","57.9","57.4",
"50대","비슷","페놀류","비율","%","59.5","64.5","55.3","62.5",
"50대","비슷","당 및 탄수화물","비율","%","58.9","65.7","61.1","61.5",
"50대","비슷","발효미생물류","비율","%","64.5","56.2","53.4","66.4",
"50대","비슷","신규기능성식품","비율","%","","","60.1","58.9",
"50대","약간 증가","비타민 및 무기질","비율","%","15.8","34.1","18.4","17.7",
"50대","약간 증가","식이섬유","비율","%","14.5","13.1","19.8","10.5",
"50대","약간 증가","아미노산 및 단백질","비율","%","14.9","17.5","22.8","7.4",
"50대","약간 증가","필수지방산","비율","%","18.9","30.2","","",
"50대","약간 증가","지방산","비율","%","","","27","16.8",
"50대","약간 증가","클로렐라/엽록소","비율","%","8.6","8.7","","",
"50대","약간 증가","엽록소","비율","%","","","13.5","5.7",
"50대","약간 증가","인삼류","비율","%","17.1","23.5","22.2","17.7",
"50대","약간 증가","페놀류","비율","%","10.9","15.5","13.4","4.9",
"50대","약간 증가","당 및 탄수화물","비율","%","8.7","16.8","13.5","10.5",
"50대","약간 증가","발효미생물류","비율","%","17.3","30.9","36.1","19.8",
"50대","약간 증가","신규기능성식품","비율","%","","","29.6","19.3",
"50대","매우 증가","비타민 및 무기질","비율","%","0","1.7",".5",".3",
"50대","매우 증가","식이섬유","비율","%","0","1.1",".6","0",
"50대","매우 증가","아미노산 및 단백질","비율","%","1","2.3","1","0",
"50대","매우 증가","필수지방산","비율","%",".2","1.3","","",
"50대","매우 증가","지방산","비율","%","","","1","0",
"50대","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"50대","매우 증가","엽록소","비율","%","","",".4","0",
"50대","매우 증가","인삼류","비율","%",".6","1.7",".8","1.9",
"50대","매우 증가","페놀류","비율","%","0","0",".9",".5",
"50대","매우 증가","당 및 탄수화물","비율","%","0","1.3",".4","0",
"50대","매우 증가","발효미생물류","비율","%","1.5","1.3",".7",".5",
"50대","매우 증가","신규기능성식품","비율","%","","",".8",".1",
"50대","평균","비타민 및 무기질","비율","점","3.06","3.3","3.05","3.1",
"50대","평균","식이섬유","비율","점","2.73","2.92","2.86","2.75",
"50대","평균","아미노산 및 단백질","비율","점","2.88","3","2.92","2.62",
"50대","평균","필수지방산","비율","점","2.99","3.16","","",
"50대","평균","지방산","비율","점","","","3.17","3.03",
"50대","평균","클로렐라/엽록소","비율","점","2.71","2.76","","",
"50대","평균","엽록소","비율","점","","","2.85","2.62",
"50대","평균","인삼류","비율","점","2.9","3.07","3.01","2.92",
"50대","평균","페놀류","비율","점","2.73","2.92","2.76","2.64",
"50대","평균","당 및 탄수화물","비율","점","2.65","2.94","2.85","2.73",
"50대","평균","발효미생물류","비율","점","3","3.19","3.26","3.05",
"50대","평균","신규기능성식품","비율","점","","","3.2","2.92",
"60대 이상","구입없음","비타민 및 무기질","비율","","36.6","27.5","29.6","30.5",
"60대 이상","구입없음","식이섬유","비율","","62.7","61.8","66.5","66.2",
"60대 이상","구입없음","아미노산 및 단백질","비율","","65","61.1","59.7","67",
"60대 이상","구입없음","필수지방산","비율","","40.2","34.9","","",
"60대 이상","구입없음","지방산","비율","","","","36.5","39.2",
"60대 이상","구입없음","클로렐라/엽록소","비율","","63.5","68.1","","",
"60대 이상","구입없음","엽록소","비율","","","","68.8","68.2",
"60대 이상","구입없음","인삼류","비율","","27.5","33.6","36.9","31.7",
"60대 이상","구입없음","페놀류","비율","","65.4","68.3","67.5","68",
"60대 이상","구입없음","당 및 탄수화물","비율","","60.5","63.7","62.8","63.5",
"60대 이상","구입없음","발효미생물류","비율","","50.2","45.4","41.3","41.1",
"60대 이상","구입없음","신규기능성식품","비율","","","","54.4","53.5",
"60대 이상","구입있음","비타민 및 무기질","비율","","63.4","72.5","70.4","69.5",
"60대 이상","구입있음","식이섬유","비율","","37.3","38.2","33.5","33.8",
"60대 이상","구입있음","아미노산 및 단백질","비율","","35","38.9","40.3","33",
"60대 이상","구입있음","필수지방산","비율","","59.8","65.1","","",
"60대 이상","구입있음","지방산","비율","","","","63.5","60.8",
"60대 이상","구입있음","클로렐라/엽록소","비율","","36.5","31.9","","",
"60대 이상","구입있음","엽록소","비율","","","","31.2","31.8",
"60대 이상","구입있음","인삼류","비율","","72.5","66.4","63.1","68.3",
"60대 이상","구입있음","페놀류","비율","","34.6","31.7","32.5","32",
"60대 이상","구입있음","당 및 탄수화물","비율","","39.5","36.3","37.2","36.5",
"60대 이상","구입있음","발효미생물류","비율","","49.8","54.6","58.7","58.9",
"60대 이상","구입있음","신규기능성식품","비율","","","","45.6","46.5",
"60대 이상","매우 감소","비타민 및 무기질","비율","%","2.7","2.4","3.3","1.1",
"60대 이상","매우 감소","식이섬유","비율","%","4.9","6.2","7.1","5.9",
"60대 이상","매우 감소","아미노산 및 단백질","비율","%","5.1","7.2","4.3","6.7",
"60대 이상","매우 감소","필수지방산","비율","%","1.3","2.1","","",
"60대 이상","매우 감소","지방산","비율","%","","","1.8",".9",
"60대 이상","매우 감소","클로렐라/엽록소","비율","%","7.3","5.5","","",
"60대 이상","매우 감소","엽록소","비율","%","","","11.1","7.7",
"60대 이상","매우 감소","인삼류","비율","%","3.8","4","3.5","4.8",
"60대 이상","매우 감소","페놀류","비율","%","9.3","1","9.6","5.6",
"60대 이상","매우 감소","당 및 탄수화물","비율","%","6.3","7.3","10.9","4.9",
"60대 이상","매우 감소","발효미생물류","비율","%","2.9","3.7","2.2","3.1",
"60대 이상","매우 감소","신규기능성식품","비율","%","","","3.3","5.5",
"60대 이상","약간 감소","비타민 및 무기질","비율","%","4.5","6.1","8.6","4.5",
"60대 이상","약간 감소","식이섬유","비율","%","19.4","13.8","11.9","13.9",
"60대 이상","약간 감소","아미노산 및 단백질","비율","%","15.1","12.3","11.6","13.7",
"60대 이상","약간 감소","필수지방산","비율","%","10.1","12.8","","",
"60대 이상","약간 감소","지방산","비율","%","","","9.7","9",
"60대 이상","약간 감소","클로렐라/엽록소","비율","%","17.4","16.8","","",
"60대 이상","약간 감소","엽록소","비율","%","","","15.9","13.4",
"60대 이상","약간 감소","인삼류","비율","%","12.4","9.4","11.8","9.2",
"60대 이상","약간 감소","페놀류","비율","%","12.6","18.6","18.3","15.9",
"60대 이상","약간 감소","당 및 탄수화물","비율","%","17.9","19.2","13.6","14.2",
"60대 이상","약간 감소","발효미생물류","비율","%","12.1","8.7","9.6","6",
"60대 이상","약간 감소","신규기능성식품","비율","%","","","11.9","12.9",
"60대 이상","비슷","비타민 및 무기질","비율","%","76.2","67.5","71.2","80.4",
"60대 이상","비슷","식이섬유","비율","%","57.5","64.4","63.9","64.9",
"60대 이상","비슷","아미노산 및 단백질","비율","%","66.8","62.4","66.3","65.1",
"60대 이상","비슷","필수지방산","비율","%","67.4","60","","",
"60대 이상","비슷","지방산","비율","%","","","64.8","65.8",
"60대 이상","비슷","클로렐라/엽록소","비율","%","61.3","65.2","","",
"60대 이상","비슷","엽록소","비율","%","","","65.2","68",
"60대 이상","비슷","인삼류","비율","%","62.2","59.8","59.5","63.5",
"60대 이상","비슷","페놀류","비율","%","70.3","68.4","62.7","67.4",
"60대 이상","비슷","당 및 탄수화물","비율","%","63","63.1","64.3","66.8",
"60대 이상","비슷","발효미생물류","비율","%","67.2","63.8","58.4","67.1",
"60대 이상","비슷","신규기능성식품","비율","%","","","63.5","62.4",
"60대 이상","약간 증가","비타민 및 무기질","비율","%","16.3","23.2","16.4","14",
"60대 이상","약간 증가","식이섬유","비율","%","18","13.1","16.8","14.9",
"60대 이상","약간 증가","아미노산 및 단백질","비율","%","12.9","16.8","16.9","13.7",
"60대 이상","약간 증가","필수지방산","비율","%","20.5","24.9","","",
"60대 이상","약간 증가","지방산","비율","%","","","22.9","23.6",
"60대 이상","약간 증가","클로렐라/엽록소","비율","%","13.9","12","","",
"60대 이상","약간 증가","엽록소","비율","%","","","7.4","10.1",
"60대 이상","약간 증가","인삼류","비율","%","21.3","25.2","24.7","20.8",
"60대 이상","약간 증가","페놀류","비율","%","7.7","11.6","8.8","10.4",
"60대 이상","약간 증가","당 및 탄수화물","비율","%","12.4","10.3","10","13.5",
"60대 이상","약간 증가","발효미생물류","비율","%","17.2","23.4","28.3","23.1",
"60대 이상","약간 증가","신규기능성식품","비율","%","","","20.1","18.9",
"60대 이상","매우 증가","비타민 및 무기질","비율","%",".2",".7",".6","0",
"60대 이상","매우 증가","식이섬유","비율","%",".1","2.5",".2",".4",
"60대 이상","매우 증가","아미노산 및 단백질","비율","%",".1","1.3","1",".8",
"60대 이상","매우 증가","필수지방산","비율","%",".7",".2","","",
"60대 이상","매우 증가","지방산","비율","%","","",".8",".8",
"60대 이상","매우 증가","클로렐라/엽록소","비율","%",".1",".4","","",
"60대 이상","매우 증가","엽록소","비율","%","","",".4",".7",
"60대 이상","매우 증가","인삼류","비율","%",".3","1.6",".6","1.7",
"60대 이상","매우 증가","페놀류","비율","%",".1",".4",".6",".7",
"60대 이상","매우 증가","당 및 탄수화물","비율","%",".4","0","1.3",".6",
"60대 이상","매우 증가","발효미생물류","비율","%",".5",".3","1.4",".7",
"60대 이상","매우 증가","신규기능성식품","비율","%","","","1.3",".2",
"60대 이상","평균","비타민 및 무기질","비율","점","3.07","3.14","3.03","3.07",
"60대 이상","평균","식이섬유","비율","점","2.89","2.92","2.91","2.9",
"60대 이상","평균","아미노산 및 단백질","비율","점","2.88","2.93","2.99","2.88",
"60대 이상","평균","필수지방산","비율","점","3.09","3.08","","",
"60대 이상","평균","지방산","비율","점","","","3.11","3.14",
"60대 이상","평균","클로렐라/엽록소","비율","점","2.82","2.85","","",
"60대 이상","평균","엽록소","비율","점","","","2.7","2.83",
"60대 이상","평균","인삼류","비율","점","3.02","3.11","3.07","3.05",
"60대 이상","평균","페놀류","비율","점","2.77","2.92","2.73","2.85",
"60대 이상","평균","당 및 탄수화물","비율","점","2.83","2.76","2.77","2.91",
"60대 이상","평균","발효미생물류","비율","점","3","3.08","3.17","3.12",
"60대 이상","평균","신규기능성식품","비율","점","","","3.04","2.95",
"중졸 이하","구입없음","비타민 및 무기질","비율","","48.8","54.6","45.4","45.2",
"중졸 이하","구입없음","식이섬유","비율","","68.1","79.5","67.7","71.2",
"중졸 이하","구입없음","아미노산 및 단백질","비율","","70.1","76.8","66.7","72",
"중졸 이하","구입없음","필수지방산","비율","","51.8","53.5","","",
"중졸 이하","구입없음","지방산","비율","","","","45","46.9",
"중졸 이하","구입없음","클로렐라/엽록소","비율","","69.9","84.4","","",
"중졸 이하","구입없음","엽록소","비율","","","","71.6","73.1",
"중졸 이하","구입없음","인삼류","비율","","41.4","46.8","47.3","40.6",
"중졸 이하","구입없음","페놀류","비율","","72.1","84.7","72","70.4",
"중졸 이하","구입없음","당 및 탄수화물","비율","","63.8","81.3","67.8","64",
"중졸 이하","구입없음","발효미생물류","비율","","59.4","66","57","46.9",
"중졸 이하","구입없음","신규기능성식품","비율","","","","63","59.8",
"중졸 이하","구입있음","비타민 및 무기질","비율","","51.2","45.4","54.6","54.8",
"중졸 이하","구입있음","식이섬유","비율","","31.9","20.5","32.3","28.8",
"중졸 이하","구입있음","아미노산 및 단백질","비율","","29.9","23.2","33.3","28",
"중졸 이하","구입있음","필수지방산","비율","","48.2","46.5","","",
"중졸 이하","구입있음","지방산","비율","","","","55","53.1",
"중졸 이하","구입있음","클로렐라/엽록소","비율","","30.1","15.6","","",
"중졸 이하","구입있음","엽록소","비율","","","","28.4","26.9",
"중졸 이하","구입있음","인삼류","비율","","58.6","53.2","52.7","59.4",
"중졸 이하","구입있음","페놀류","비율","","27.9","15.3","28","29.6",
"중졸 이하","구입있음","당 및 탄수화물","비율","","36.2","18.7","32.2","36",
"중졸 이하","구입있음","발효미생물류","비율","","40.6","34","43","53.1",
"중졸 이하","구입있음","신규기능성식품","비율","","","","37","40.2",
"중졸 이하","매우 감소","비타민 및 무기질","비율","%","2.7","4","5.6","0",
"중졸 이하","매우 감소","식이섬유","비율","%",".9","19.4","8","14.2",
"중졸 이하","매우 감소","아미노산 및 단백질","비율","%","1","12.6","5.4","5.1",
"중졸 이하","매우 감소","필수지방산","비율","%","0","1.2","","",
"중졸 이하","매우 감소","지방산","비율","%","","",".9","0",
"중졸 이하","매우 감소","클로렐라/엽록소","비율","%","6.2","12.4","","",
"중졸 이하","매우 감소","엽록소","비율","%","","","11.2","5.5",
"중졸 이하","매우 감소","인삼류","비율","%","3.5","4.4","3","7.2",
"중졸 이하","매우 감소","페놀류","비율","%","5.6","4.1","4.9","10.6",
"중졸 이하","매우 감소","당 및 탄수화물","비율","%",".7","11.9","13.4","10.6",
"중졸 이하","매우 감소","발효미생물류","비율","%","0","10.5",".7","5",
"중졸 이하","매우 감소","신규기능성식품","비율","%","","","4.1","8.2",
"중졸 이하","약간 감소","비타민 및 무기질","비율","%","3.4","13.8","9.8","4.4",
"중졸 이하","약간 감소","식이섬유","비율","%","21.1","7.2","9.7","6",
"중졸 이하","약간 감소","아미노산 및 단백질","비율","%","12.7","19.6","2","11.2",
"중졸 이하","약간 감소","필수지방산","비율","%","8.2","8.1","","",
"중졸 이하","약간 감소","지방산","비율","%","","","3.9","8.5",
"중졸 이하","약간 감소","클로렐라/엽록소","비율","%","11.4","21.3","","",
"중졸 이하","약간 감소","엽록소","비율","%","","","16.9","14.5",
"중졸 이하","약간 감소","인삼류","비율","%","9.7","10.6","9.5","9.3",
"중졸 이하","약간 감소","페놀류","비율","%","14.7","12.8","5.1","12.7",
"중졸 이하","약간 감소","당 및 탄수화물","비율","%","27.6","19.5","9.7","18.5",
"중졸 이하","약간 감소","발효미생물류","비율","%","17.3","10.2","7","11.6",
"중졸 이하","약간 감소","신규기능성식품","비율","%","","","9.2","9.3",
"중졸 이하","비슷","비타민 및 무기질","비율","%","68","74.2","73.6","91.8",
"중졸 이하","비슷","식이섬유","비율","%","50.9","64.7","76","59.1",
"중졸 이하","비슷","아미노산 및 단백질","비율","%","71.9","60.9","80.7","69.1",
"중졸 이하","비슷","필수지방산","비율","%","57.2","68.1","","",
"중졸 이하","비슷","지방산","비율","%","","","77.7","77.3",
"중졸 이하","비슷","클로렐라/엽록소","비율","%","78.7","60.7","","",
"중졸 이하","비슷","엽록소","비율","%","","","66","60.7",
"중졸 이하","비슷","인삼류","비율","%","60.6","76.5","64.6","62.3",
"중졸 이하","비슷","페놀류","비율","%","76.2","77.3","84.7","69.2",
"중졸 이하","비슷","당 및 탄수화물","비율","%","61.1","63.5","67.9","61.5",
"중졸 이하","비슷","발효미생물류","비율","%","61.3","59.1","67.7","69.7",
"중졸 이하","비슷","신규기능성식품","비율","%","","","74.4","61.1",
"중졸 이하","약간 증가","비타민 및 무기질","비율","%","26","7.1","10.9","3.9",
"중졸 이하","약간 증가","식이섬유","비율","%","27","5.9","6.3","20.7",
"중졸 이하","약간 증가","아미노산 및 단백질","비율","%","14.4","6.8","11.9","14.6",
"중졸 이하","약간 증가","필수지방산","비율","%","32","22.6","","",
"중졸 이하","약간 증가","지방산","비율","%","","","17.6","12.4",
"중졸 이하","약간 증가","클로렐라/엽록소","비율","%","3.7","5.5","","",
"중졸 이하","약간 증가","엽록소","비율","%","","","5.9","14.2",
"중졸 이하","약간 증가","인삼류","비율","%","26.2","7.4","22.9","18.2",
"중졸 이하","약간 증가","페놀류","비율","%","3.5","5.8","5.2","5.6",
"중졸 이하","약간 증가","당 및 탄수화물","비율","%","10.6","5.1","7.7","9.4",
"중졸 이하","약간 증가","발효미생물류","비율","%","21.4","20.3","22.6","12.2",
"중졸 이하","약간 증가","신규기능성식품","비율","%","","","12.3","21.4",
"중졸 이하","매우 증가","비타민 및 무기질","비율","%","0",".9","0","0",
"중졸 이하","매우 증가","식이섬유","비율","%","0","2.8","0","0",
"중졸 이하","매우 증가","아미노산 및 단백질","비율","%","0","0","0","0",
"중졸 이하","매우 증가","필수지방산","비율","%","2.6","","","",
"중졸 이하","매우 증가","지방산","비율","%","","","0","1.8",
"중졸 이하","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"중졸 이하","매우 증가","엽록소","비율","%","","","0","5.1",
"중졸 이하","매우 증가","인삼류","비율","%","0","1.1","0","3",
"중졸 이하","매우 증가","페놀류","비율","%","0","0","0","1.9",
"중졸 이하","매우 증가","당 및 탄수화물","비율","%","0","0","1.4","0",
"중졸 이하","매우 증가","발효미생물류","비율","%","0","0","1.9","1.5",
"중졸 이하","매우 증가","신규기능성식품","비율","%","","","0","0",
"중졸 이하","평균","비타민 및 무기질","비율","점","3.17","2.87","2.9","3",
"중졸 이하","평균","식이섬유","비율","점","3.04","2.66","2.81","2.86",
"중졸 이하","평균","아미노산 및 단백질","비율","점","3","2.62","2.99","2.93",
"중졸 이하","평균","필수지방산","비율","점","3.29","3.12","","",
"중졸 이하","평균","지방산","비율","점","","","3.12","3.07",
"중졸 이하","평균","클로렐라/엽록소","비율","점","2.8","2.59","","",
"중졸 이하","평균","엽록소","비율","점","","","2.66","2.99",
"중졸 이하","평균","인삼류","비율","점","3.09","2.9","3.07","3",
"중졸 이하","평균","페놀류","비율","점","2.78","2.85","2.9","2.75",
"중졸 이하","평균","당 및 탄수화물","비율","점","2.82","2.62","2.74","2.7",
"중졸 이하","평균","발효미생물류","비율","점","3.04","2.89","3.18","2.94",
"중졸 이하","평균","신규기능성식품","비율","점","","","2.95","2.96",
"고졸","구입없음","비타민 및 무기질","비율","","30.7","23.9","25.8","26.9",
"고졸","구입없음","식이섬유","비율","","61.7","63.1","64.7","63.5",
"고졸","구입없음","아미노산 및 단백질","비율","","64.9","63.6","59.2","64.9",
"고졸","구입없음","필수지방산","비율","","46.2","42.8","","",
"고졸","구입없음","지방산","비율","","","","38.2","37.9",
"고졸","구입없음","클로렐라/엽록소","비율","","66.1","70.5","","",
"고졸","구입없음","엽록소","비율","","","","67.5","66.7",
"고졸","구입없음","인삼류","비율","","42","40.7","39.2","33",
"고졸","구입없음","페놀류","비율","","67","72.3","66.3","65.6",
"고졸","구입없음","당 및 탄수화물","비율","","64.6","68.4","61.3","61.8",
"고졸","구입없음","발효미생물류","비율","","46.6","38.4","35","35.7",
"고졸","구입없음","신규기능성식품","비율","","","","50.8","48.1",
"고졸","구입있음","비타민 및 무기질","비율","","69.3","76.1","74.2","73.1",
"고졸","구입있음","식이섬유","비율","","38.3","36.9","35.3","36.5",
"고졸","구입있음","아미노산 및 단백질","비율","","35.1","36.4","40.8","35.1",
"고졸","구입있음","필수지방산","비율","","53.8","57.2","","",
"고졸","구입있음","지방산","비율","","","","61.8","62.1",
"고졸","구입있음","클로렐라/엽록소","비율","","33.9","29.5","","",
"고졸","구입있음","엽록소","비율","","","","32.5","33.3",
"고졸","구입있음","인삼류","비율","","58","59.3","60.8","67",
"고졸","구입있음","페놀류","비율","","33","27.7","33.7","34.4",
"고졸","구입있음","당 및 탄수화물","비율","","35.4","31.6","38.7","38.2",
"고졸","구입있음","발효미생물류","비율","","53.4","61.6","65","64.3",
"고졸","구입있음","신규기능성식품","비율","","","","49.2","51.9",
"고졸","매우 감소","비타민 및 무기질","비율","%","3.2","2.8","3.1","1",
"고졸","매우 감소","식이섬유","비율","%","5.9","4.2","6.8","4.5",
"고졸","매우 감소","아미노산 및 단백질","비율","%","3.8","3","6.7","4.8",
"고졸","매우 감소","필수지방산","비율","%","5.1","3","","",
"고졸","매우 감소","지방산","비율","%","","","2","1.4",
"고졸","매우 감소","클로렐라/엽록소","비율","%","7.6","7.5","","",
"고졸","매우 감소","엽록소","비율","%","","","6.9","6.9",
"고졸","매우 감소","인삼류","비율","%","5","4.3","4.6","4.7",
"고졸","매우 감소","페놀류","비율","%","6.9","5.6","8.4","7",
"고졸","매우 감소","당 및 탄수화물","비율","%","6.7","8.3","9.8","3.5",
"고졸","매우 감소","발효미생물류","비율","%","3.3","3.7","2.2","2.5",
"고졸","매우 감소","신규기능성식품","비율","%","","","4.4","5.2",
"고졸","약간 감소","비타민 및 무기질","비율","%","5","3.8","9.5","5.4",
"고졸","약간 감소","식이섬유","비율","%","21.6","15.8","18.2","18",
"고졸","약간 감소","아미노산 및 단백질","비율","%","18.5","17.4","17.2","20",
"고졸","약간 감소","필수지방산","비율","%","15.6","14","","",
"고졸","약간 감소","지방산","비율","%","","","11.2","8.7",
"고졸","약간 감소","클로렐라/엽록소","비율","%","15.9","11.8","","",
"고졸","약간 감소","엽록소","비율","%","","","20.5","19.1",
"고졸","약간 감소","인삼류","비율","%","21.1","12.1","13.8","12.8",
"고졸","약간 감소","페놀류","비율","%","25.2","13.4","21.4","18.6",
"고졸","약간 감소","당 및 탄수화물","비율","%","20.4","8","19.6","15.3",
"고졸","약간 감소","발효미생물류","비율","%","13.9","9.8","10.9","8.3",
"고졸","약간 감소","신규기능성식품","비율","%","","","12.6","15.5",
"고졸","비슷","비타민 및 무기질","비율","%","72.8","61.3","70","76.4",
"고졸","비슷","식이섬유","비율","%","51.9","65.8","56.5","67.3",
"고졸","비슷","아미노산 및 단백질","비율","%","67","61.1","55.7","62.6",
"고졸","비슷","필수지방산","비율","%","62.5","55.6","","",
"고졸","비슷","지방산","비율","%","","","58.9","70.3",
"고졸","비슷","클로렐라/엽록소","비율","%","70.2","70.7","","",
"고졸","비슷","엽록소","비율","%","","","60.1","65.8",
"고졸","비슷","인삼류","비율","%","57.3","60.4","58","62.6",
"고졸","비슷","페놀류","비율","%","62.7","66","56.8","66.7",
"고졸","비슷","당 및 탄수화물","비율","%","66.8","65","57.5","68.1",
"고졸","비슷","발효미생물류","비율","%","62","65.1","54.7","68.6",
"고졸","비슷","신규기능성식품","비율","%","","","59.9","63",
"고졸","약간 증가","비타민 및 무기질","비율","%","18.9","29.7","17","17.2",
"고졸","약간 증가","식이섬유","비율","%","20.7","12.9","18.2","10.2",
"고졸","약간 증가","아미노산 및 단백질","비율","%","10","16.3","19.4","12.2",
"고졸","약간 증가","필수지방산","비율","%","16.4","27","","",
"고졸","약간 증가","지방산","비율","%","","","26.9","19.4",
"고졸","약간 증가","클로렐라/엽록소","비율","%","6.4","10","","",
"고졸","약간 증가","엽록소","비율","%","","","12.2","8.3",
"고졸","약간 증가","인삼류","비율","%","16.1","22.4","22.7","18.3",
"고졸","약간 증가","페놀류","비율","%","5.2","14.9","12.7","7.3",
"고졸","약간 증가","당 및 탄수화물","비율","%","6","15.7","12.9","12.6",
"고졸","약간 증가","발효미생물류","비율","%","20.3","20.9","31","19.7",
"고졸","약간 증가","신규기능성식품","비율","%","","","22.1","16.4",
"고졸","매우 증가","비타민 및 무기질","비율","%","0","2.4",".4","0",
"고졸","매우 증가","식이섬유","비율","%","0","1.3",".3","0",
"고졸","매우 증가","아미노산 및 단백질","비율","%",".8","2.2","1.1",".4",
"고졸","매우 증가","필수지방산","비율","%",".3",".5","","",
"고졸","매우 증가","지방산","비율","%","","","1.1",".3",
"고졸","매우 증가","클로렐라/엽록소","비율","%","0",".1","","",
"고졸","매우 증가","엽록소","비율","%","","",".3","0",
"고졸","매우 증가","인삼류","비율","%",".5",".9",".8","1.6",
"고졸","매우 증가","페놀류","비율","%","0",".1",".7",".4",
"고졸","매우 증가","당 및 탄수화물","비율","%",".1","2.9",".3",".5",
"고졸","매우 증가","발효미생물류","비율","%",".5",".6","1.2",".8",
"고졸","매우 증가","신규기능성식품","비율","%","","",".9","0",
"고졸","평균","비타민 및 무기질","비율","점","3.08","3.25","3.02","3.1",
"고졸","평균","식이섬유","비율","점","2.87","2.91","2.87","2.83",
"고졸","평균","아미노산 및 단백질","비율","점","2.85","2.97","2.91","2.83",
"고졸","평균","필수지방산","비율","점","2.91","3.08","","",
"고졸","평균","지방산","비율","점","","","3.14","3.09",
"고졸","평균","클로렐라/엽록소","비율","점","2.75","2.84","","",
"고졸","평균","엽록소","비율","점","","","2.78","2.75",
"고졸","평균","인삼류","비율","점","2.86","3.03","3.01","2.99",
"고졸","평균","페놀류","비율","점","2.66","2.91","2.76","2.76",
"고졸","평균","당 및 탄수화물","비율","점","2.72","2.97","2.74","2.91",
"고졸","평균","발효미생물류","비율","점","3.01","3.05","3.18","3.08",
"고졸","평균","신규기능성식품","비율","점","","","3.03","2.91",
"전문대졸 이상","구입없음","비타민 및 무기질","비율","","22","19.2","18.3","28.9",
"전문대졸 이상","구입없음","식이섬유","비율","","50.9","52.6","57.8","62.9",
"전문대졸 이상","구입없음","아미노산 및 단백질","비율","","58","59.5","54.2","61.9",
"전문대졸 이상","구입없음","필수지방산","비율","","45.5","48.8","","",
"전문대졸 이상","구입없음","지방산","비율","","","","42.1","46.5",
"전문대졸 이상","구입없음","클로렐라/엽록소","비율","","58.9","64","","",
