코드유형,코드,코드명
INSP_TGT_RCGN_CUZ_CD,160,자율시정통보제
INSP_TGT_RCGN_CUZ_CD,170,지표연동관리제
INSP_TGT_TP_CD,1,심사청구_서면조사
INSP_TGT_TP_CD,2,심사청구_현지조사
INSP_TGT_TP_CD,3,원외처방_서면조사
INSP_TGT_TP_CD,4,원외처방_현지조사
INSP_TGT_TP_CD,5,편법기관_원청구기관
INSP_TGT_TP_CD,6,편법기관_관련기관
INSP_TGT_TRM_CHG_RS_CD,1,고의적 혹은 지속적 거짓청구 확인
INSP_TGT_TRM_CHG_RS_CD,2,"무자격자의 의료행위 및 조제, 의료자원(인력,시설,장비)의 부당신고에 의한 부당 청구"
INSP_TGT_TRM_CHG_RS_CD,3,2개 이상 요양기관의 담합 혹은 공모에 의한 조직적 거짓·부당청구 확인
INSP_TP_CD,10,서면
INSP_TP_CD,20,현장
INSP_TP_CD,30,이행실태(현장)
INSP_TP_CD,40,이행실태(서면)
INSP_TRM_CHG_RS_CD,1,조사 대상기간 연장에 따른 조사(출장)기간 연장
INSP_TRM_CHG_RS_CD,2,요양기관 자료(DB 등) 분석 추가 시간 필요
INSP_TRM_CHG_RS_CD,3,요양기관 자료 확보 지연
INSP_TRM_CHG_RS_CD,9,기타
INSP_VIT_BHV_CD,D         ,거짓자료제출
INSP_VIT_BHV_CD,F         ,거짓청구
INSP_VIT_BHV_CD,I         ,조사거부기피
INSP_VIT_BHV_CD,V         ,자료제출명령위반
INSP_VIT_DMD_CD,10,산정기준 위반청구
INSP_VIT_DMD_CD,20,"의약분업,순회진료,전화상담 등 위반청구"
INSP_VIT_DMD_CD,30,차등수가기준 위반청구
INSP_VIT_DMD_CD,40,비급여대상을 진료하고 실제 상병과 관련된 상병으로 요양급여비용 이중청구
INSP_VIT_DMD_CD,50,비급여대상을 진료하고 요양급여비용 청구
INSP_VIT_DMD_CD,60,무자격자(무면허자)가 실시한 진료비(약제비) 청구
INSP_VIT_DMD_CD,70,비의(약)사가 실시한 진료비(약제비) 청구
INSP_VIT_DMD_CD,80,의료급여 절차 위반
INSP_WGT_TP_CD,*         ,*
INSP_WGT_TP_CD,+         ,+
INSP_WGT_TP_CD,=         ,=
INSRCL_CD,10,직장
INSRCL_CD,20,지역
INSRCL_CD,21,지역 시지역
INSRCL_CD,22,지역 군지역
INSRCL_CD,30,건강보험공단
INSRCL_CD,40,기타
INSRCL_CD,60,직종
INSRCL_CD,70,임의
INSTNC_TP_CD,1,인력
INSTNC_TP_CD,2,거짓관련
INSTNC_TP_CD,3,임의비급여
INSTNC_TP_CD,4,본인부담금
INSTNC_TP_CD,5,산정기준위반
INSTNC_TP_CD,6,타법위반
INSTNC_TP_CD,7,장비및시설
INSTNC_TP_CD,8,약제비
INSTNC_TP_CD,9,조사거부
INSTNC_TP_CD,10,기타
INSTNC_TP_CD,20,운영기준
INSTNC_TP_CD,21,실행
INSTNC_TP_CD,22,결과보고
INSTNC_TP_CD,23,서면조사
INSTNC_TP_CD,24,사후관리
INSTNC_TP_CD,25,교육홍보
INSU_CL_CD,1,의과
INSU_CL_CD,2,치과
INSU_CL_CD,3,한방
INSU_CL_CD,4,약국
INSU_CL_CD,5,보건소
INSU_CL_TP_CD,1,건강보험
INSU_CL_TP_CD,2,의료급여
INSU_CL_TP_CD,3,공상
INSU_CL_TP_CD,4,보훈
INSU_CO_BIZ_FLD_CD,1,접수
INSU_CO_BIZ_FLD_CD,2,자격점검
INSU_CO_BIZ_FLD_CD,3,접수참고자료
INSU_CO_BIZ_FLD_CD,11,이의제기
INSU_CO_CD,0,손해보험협회
INSU_CO_CD,1,메리츠화재해상보험
INSU_CO_CD,2,한화손해보험
INSU_CO_CD,3,롯데손해보험
INSU_CO_CD,4,MG손해보험
INSU_CO_CD,5,흥국화재해상보험
INSU_CO_CD,8,삼성화재해상보험
INSU_CO_CD,9,현대해상화재보험
INSU_CO_CD,10,KB손해보험
INSU_CO_CD,13,DB손해보험
INSU_CO_CD,17,AIG손해보험
INSU_CO_CD,21,전국택시공제조합
INSU_CO_CD,22,전국버스공제조합
INSU_CO_CD,23,전국화물자동차공제조합
INSU_CO_CD,24,전국개인택시공제조합
INSU_CO_CD,25,전국전세버스공제조합
INSU_CO_CD,30,전국렌터카공제조합
INSU_CO_CD,41,AXA손해보험
INSU_CO_CD,42,하나손해보험
INSU_CO_CD,43,BNP파리바카디프손해보험
INSU_CO_CD,45,현대하이카다이렉트자동차보험
INSU_CO_CD,69,캐롯손해보험
INSU_CO_CONN_RST_CD,0,요청전문에 setting
INSU_CO_CONN_RST_CD,200,정상응답
INSU_CO_CONN_RST_CD,500,업무시스템 오류
INSU_CO_CONN_RST_CD,501,업무시스템 점검
INSU_CO_CONN_RST_CD,600,연계시스템 오류
INSU_CO_CONN_RST_CD,601,연계시스템 점검
INSU_CO_CONN_RST_CD,610,Header 오류
INSU_CO_CONN_RST_CD,630,전문포멧오류
INSU_CO_CONN_RST_CD,999,기타오류
INSU_CO_FOM_ADT_TP_CD,0,운영
INSU_CO_FOM_ADT_TP_CD,1,시범운영
INSU_CO_FOM_ADT_TP_CD,2,개발
INSU_CO_FOM_CD,C010      ,접수파일서식버전
INSU_CO_FOM_CD,R001      ,자격점검
INSU_CO_FOM_CD,R002      ,심사참고자료
INSU_CO_FOM_CD,R100      ,자격정보
INSU_CO_FOM_CD,R200      ,자격정보(지급보증중계시스템)
INSU_CO_FOM_CD,R999      ,접수대장
INSU_CO_FOM_CD,ROO1      ,특정내역
INSU_CO_FOM_CD,S999      ,송신대장
INSU_CO_MB_TP_CD,M         ,Member
INSU_CO_MB_TP_CD,S         ,Supervisor
INSU_MOPR_TP_CD,1,신선배아이식
INSU_MOPR_TP_CD,2,동결배아이식
INSU_MOPR_TP_CD,3,인공수정
INSU_SCU_TP_CD,10,종합병원 3차진료기관 800병상 이상
INSU_SCU_TP_CD,20,종합병원 3차진료기관 800병상 미만
INSU_SCU_TP_CD,30,종합병원 400 병상 이상
INSU_SCU_TP_CD,40,종합병원 200-399 병상
INSU_SCU_TP_CD,50,종합병원 200 병상 미만
INSU_SCU_TP_CD,60,병원      60 병상 이상(병원)
INSU_SCU_TP_CD,70,병원      60 병상 미만(요양병원)
INSU_SCU_TP_CD,80,치과병원
INSU_SCU_TP_CD,81,약국
INSU_SCU_TP_CD,84,치과의원(치주과)
INSU_SCU_TP_CD,88,치과의원(비치주과)
INSU_SCU_TP_CD,100,의원 일반의
INSU_SCU_TP_CD,104,의원 내과
INSU_SCU_TP_CD,108,의원 신경과
INSU_SCU_TP_CD,112,의원 정신과
INSU_SCU_TP_CD,116,의원 일반외과
INSU_SCU_TP_CD,120,의원 정형외과
INSU_SCU_TP_CD,124,의원 신경외과
INSU_SCU_TP_CD,128,의원 흉부외과
INSU_SCU_TP_CD,132,의원 성형외과
INSU_SCU_TP_CD,136,의원 마취과
INSU_SCU_TP_CD,140,의원 산부인과
INSU_SCU_TP_CD,144,의원 소아과
INSU_SCU_TP_CD,148,의원 안과
INSU_SCU_TP_CD,152,의원 이비인후과
INSU_SCU_TP_CD,156,의원 피부과
INSU_SCU_TP_CD,160,의원 비뇨기과
INSU_SCU_TP_CD,164,의원 진단방사선과
INSU_SCU_TP_CD,168,의원 치료방사선과
INSU_SCU_TP_CD,172,의원 해부병리과
INSU_SCU_TP_CD,176,의원 임상병리과
INSU_SCU_TP_CD,180,의원 결핵과
INSU_SCU_TP_CD,184,의원 재활의학과
INSU_SCU_TP_CD,310,한방병원1
INSU_SCU_TP_CD,320,한방병원2
INSU_SCU_TP_CD,330,한의원
INSU_SCU_TP_CD,400,약국
INSU_SCU_TP_CD,611,조산원
INSU_SCU_TP_CD,711,보건소
INSU_SCU_TP_CD,721,보건지소
INSU_SCU_TP_CD,731,보건진료소
INSU_SCU_TP_CD,741,모자보건센터
INSU_SCU_TP_CD,751,보건의료원
INSU_TP_CD,0,합계(건강보험+의료급여)
INSU_TP_CD,1,건강보험
INSU_TP_CD,2,의료급여
INSU_TP_CD,3,자보
INSU_TP_CD,4,산재
INSU_TP_CD,5,기타
INSU_TP_CD,6,보훈
INSUP_CD,1,직장조합
INSUP_CD,3,지역조합
INSUP_CD,4,건강보험
INSUP_CD,5,의료급여
INSUP_CD,6,지역3차
INSUP_CD,7,"보훈(상이처,무자격자)"
INSUP_GRP_CD,1,건강보험
INSUP_GRP_CD,2,기타
INSUP_TP_CD,1,직장
INSUP_TP_CD,3,지역조합
INSUP_TP_CD,4,건강보험
INSUP_TP_CD,5,의료급여
INSUP_TP_CD,6,지역3차
INSUP_TP_CD,7,보훈
INSUP_TP_CD,8,자동차보험
INSUP_TP_CD,9,무료진료
INSUP_TP_CD,A         ,$값1
INSUP_TP_CD,B         ,$값2
INSUP_TP_CD,C         ,$값3
INSUP_TP_CD,E         ,기타
INSUP_TP_CD,H         ,건강보험
INSUP_TP_CD,M         ,의료급여
INSUP_TP_CD,Y         ,구정보
INSUP_UNI_CORR_RV_CD,26,보험자이의신청 의.약사 본인진료(조제)
INSUP_UNI_CORR_RV_CD,27,보험자이의신청 만성질환 초진료산정
INSUP_UNI_CORR_RV_CD,28,보험자이의신청 요양급여기준 적용착오
INSUP_UNI_CORR_RV_CD,29,보험자이의신청 기타
INSUP_UNI_CORR_RV_CD,2A        ,보험자이의신청 조산아등 외래본인부담률
INTF_CD,0,아니오
INTF_CD,1,예
INTGY_RPT_PRG_STAT_CD,1,신청
INTGY_RPT_PRG_STAT_CD,2,접수및조치중
INTGY_RPT_PRG_STAT_CD,3,조치완료
INTGY_RPT_PRG_STAT_CD,4,취하신청
INTGY_RPT_PRG_STAT_CD,5,취하승인
INTGY_RPT_PRG_STAT_CD,6,취하기각
INTGY_RPT_PRS_TP_CD,1,보완요청
INTGY_RPT_PRS_TP_CD,2,이첩
INTGY_RPT_PRS_TP_CD,3,종결
INTRD_FRM_CD,1,구입
INTRD_FRM_CD,2,임차
INTRD_FRM_CD,3,기증
INTRF_PRG_CD,C         ,수신완료(행공센)
INTRF_PRG_CD,F         ,오류
INTRF_PRG_CD,N         ,전송대기
INTRF_PRG_CD,P         ,송신완료(행공센)
INTRF_PRG_CD,S         ,성공
INTRF_PRG_CD,T         ,전송중
INVG_RST_CD,1,기소
INVG_RST_CD,2,불기소
INVG_RST_CD,3,기소유예
INVG_RST_CD,4,진행
INVIN_NTRN_CD,0,미실시
INVIN_NTRN_CD,1,실시
INVS_YN_CD,1,not identified
INVS_YN_CD,2,present
INVS_YN_CD,3,indeterminate
INVT_ASM_IX_TP_CD,0,ALL
INVT_ASM_IX_TP_CD,1,수정체
INVT_ASM_IX_TP_CD,2,자궁
INVT_ASM_IX_TP_CD,3,제왕절개
INVT_ASM_IX_TP_CD,4,충수
INVT_ASM_IX_TP_CD,5,탈장
INVT_ASM_IX_TP_CD,6,항문
INVT_ASM_IX_TP_CD,7,편도 및 아데노이드
INVT_ASM_IX_TP_CD,D01       ,전달체계(평가지표)
INVT_ASM_IX_TP_CD,E01       ,교육수련(평가지표)
INVT_ASM_IX_TP_CD,F01       ,의료질(평가결과)
INVT_ASM_IX_TP_CD,F02       ,교육수련(평가결과)
INVT_ASM_IX_TP_CD,F03       ,연구개발(평가결과)
INVT_ASM_IX_TP_CD,G00       ,일반
INVT_ASM_IX_TP_CD,G01       ,일반(평가대상)
INVT_ASM_IX_TP_CD,G02       ,일반(현황)
INVT_ASM_IX_TP_CD,M00       ,모니터링지표
INVT_ASM_IX_TP_CD,M01       ,모니터링결과값
INVT_ASM_IX_TP_CD,M02       ,모니터링분석건수
INVT_ASM_IX_TP_CD,M03       ,모니터링해당건수
INVT_ASM_IX_TP_CD,P00       ,과정
INVT_ASM_IX_TP_CD,P01       ,평가결과값
INVT_ASM_IX_TP_CD,P02       ,평가분석건수
INVT_ASM_IX_TP_CD,P03       ,평가해당건수
INVT_ASM_IX_TP_CD,Q01       ,의료질과 환자안전(평가지표)
INVT_ASM_IX_TP_CD,R00       ,결과
INVT_ASM_IX_TP_CD,R01       ,결과지표
INVT_ASM_IX_TP_CD,R02       ,결과지표
INVT_ASM_IX_TP_CD,R03       ,결과지표
INVT_ASM_IX_TP_CD,R04       ,결과지표
INVT_ASM_IX_TP_CD,R05       ,결과지표
INVT_ASM_IX_TP_CD,R06       ,결과지표
INVT_ASM_IX_TP_CD,R07       ,결과지표
INVT_ASM_IX_TP_CD,R08       ,결과지표
INVT_ASM_IX_TP_CD,R09       ,결과지표
INVT_ASM_IX_TP_CD,R10       ,결과지표
INVT_ASM_IX_TP_CD,R11       ,결과지표
INVT_ASM_IX_TP_CD,R12       ,결과지표
INVT_ASM_IX_TP_CD,R13       ,결과지표
INVT_ASM_IX_TP_CD,R14       ,결과지표
INVT_ASM_IX_TP_CD,R15       ,결과지표
INVT_ASM_IX_TP_CD,R16       ,결과지표
INVT_ASM_IX_TP_CD,R17       ,결과지표
INVT_ASM_IX_TP_CD,R18       ,결과지표
INVT_ASM_IX_TP_CD,R19       ,결과지표
INVT_ASM_IX_TP_CD,R20       ,결과지표
INVT_ASM_IX_TP_CD,R21       ,결과지표
INVT_ASM_IX_TP_CD,R22       ,결과지표
INVT_ASM_IX_TP_CD,R23       ,결과지표
INVT_ASM_IX_TP_CD,R24       ,결과지표
INVT_ASM_IX_TP_CD,R25       ,결과지표
INVT_ASM_IX_TP_CD,R26       ,결과지표
INVT_ASM_IX_TP_CD,R27       ,결과지표
INVT_ASM_IX_TP_CD,R28       ,결과지표
INVT_ASM_IX_TP_CD,R29       ,결과지표
INVT_ASM_IX_TP_CD,R30       ,결과지표
INVT_ASM_IX_TP_CD,R31       ,결과지표
INVT_ASM_IX_TP_CD,R32       ,결과지표
INVT_ASM_IX_TP_CD,R33       ,결과지표
INVT_ASM_IX_TP_CD,R34       ,결과지표
INVT_ASM_IX_TP_CD,R35       ,결과지표
INVT_ASM_IX_TP_CD,R36       ,결과지표
INVT_ASM_IX_TP_CD,R37       ,결과지표
INVT_ASM_IX_TP_CD,R38       ,결과지표
INVT_ASM_IX_TP_CD,S00       ,구조(평가지표)
INVT_ASM_IX_TP_CD,S01       ,전달체계(영역결과)
INVT_BIZ_TP_CD,11,현지조사_건강보험
INVT_BIZ_TP_CD,12,현지조사_의료급여
INVT_BIZ_TP_CD,13,서면조사
INVT_BIZ_TP_CD,14,자율점검
INVT_BIZ_TP_CD,31,방문심사
INVT_BIZ_TP_CD,41,의료자원 현지확인
INVT_BIZ_TP_CD,51,치료재료 실거래가 조사
INVT_BIZ_TP_CD,71,공단_방문확인
INVT_BIZ_TP_CD,91,공단_행정조사_불법개설
INVT_CZITM_DTL_GRP_TP_CD,1,그리드
INVT_CZITM_DTL_GRP_TP_CD,2,반복
INVT_DEPT_CD,100481,급여조사실
INVT_DEPT_CD,100482,조사운영부
INVT_DEPT_CD,100483,조사1부
INVT_DEPT_CD,100484,조사2부
INVT_DEPT_CD,100486,조사관리부
INVT_DEPT_CD,101103,의료급여조사부
INVT_DEPT_CD,101168,조사3부
INVT_DEPT_CD,101495,의료급여조사부
INVT_DEPT_CD,101573,조사기획부
INVT_DEPT_CD,101574,자율점검부
INVT_DEPT_CD,101575,조사2부
INVT_DEPT_CD,101576,조사3부
INVT_DEPT_CD,101716,조사기획부
INVT_DEPT_CD,101717,자율점검부
INVT_DEPT_CD,101718,조사관리부
INVT_PRG_STAT_CD,1,조사실시
INVT_PRG_STAT_CD,2,조사완료
INVT_PRG_STAT_CD,3,정산중
INVT_PRG_STAT_CD,4,부당산출완료
INVT_PRG_STAT_CD,5,사전통지
INVT_PRG_STAT_CD,6,의견검토 중
INVT_PRG_STAT_CD,7,처분완료
INVT_PRG_STAT_CD,8,변경
INVT_RECU_CL_GRD_CD,1,의원급
INVT_RECU_CL_GRD_CD,2,병원급
INVT_RECU_CL_GRD_CD,3,의원병원급
INVT_RECU_CL_GRD_CD,4,치과급
INVT_SEL_RS_CD,11,현지조사_정기
INVT_SEL_RS_CD,12,현지조사_기획
INVT_SEL_RS_CD,13,현지조사_이행실태조사
INVT_SEL_RS_CD,14,현지조사_서면
INVT_SEL_RS_CD,15,자율점검
INVT_SEL_RS_CD,31,방문심사
INVT_SEL_RS_CD,41,의료자원 현지확인
INVT_SEL_RS_CD,51,치료재료 현지조사_정기
INVT_SEL_RS_CD,52,치료재료 현지조사_수시(기획)
INVT_SEL_RS_CD,53,치료재료 서면(원가 등)조사
INVT_SEL_RS_CD,71,방문확인
INVT_SEL_RS_CD,91,행정조사_불법개설
INVT_TGT_REF_ITE_CD,1,참고사항존재
INVT_TGT_RPPR_TP_CD,1,재개설
INVT_TGT_RPPR_TP_CD,2,봉직의
INVT_TGT_SEL_RS_CD,A1        ,건강보험정기사후관리
INVT_TGT_SEL_RS_CD,A2        ,건강보험수시사후관리
INVT_TGT_SEL_RS_CD,B1        ,의료급여정기사후관리
INVT_TGT_SEL_RS_CD,B2        ,의료급여수시사후관리
INVT_TGT_SEL_RS_CD,C1        ,건강보험정기조사
INVT_TGT_SEL_RS_CD,C2        ,건강보험수시조사
INVT_TGT_SEL_RS_CD,D1        ,의료급여정기조사
INVT_TGT_SEL_RS_CD,D2        ,의료급여수시조사
INVT_TGT_VIT_RS_CD,111,진료비(약제비)허위청구
INVT_TGT_VIT_RS_CD,112,허위청구 + 가짜 의사(약사)의 의료(조제)행위
INVT_TGT_VIT_RS_CD,113,"허위청구 + 무자격자의 의료행위(수술, 마취 등)"
INVT_TGT_VIT_RS_CD,114,허위청구 + 무자격자의 검사행위
INVT_TGT_VIT_RS_CD,115,허위청구 + 무자격자의 방사선촬영행위
INVT_TGT_VIT_RS_CD,116,허위청구 + 무자격자의 물리치료행위
INVT_TGT_VIT_RS_CD,117,허위청구 + 무자격자의 치석제거 등 행위
INVT_TGT_VIT_RS_CD,118,허위청구 + 진료기록부(조제기록부) 허위기재
INVT_TGT_VIT_RS_CD,119,허위청구 + 면허자격정지 기간 중 의료(조제)행위
INVT_TGT_VIT_RS_CD,120,허위청구 + 비의료인에게 고용
INVT_TGT_VIT_RS_CD,121,허위청구 + 면허증 대여
INVT_TGT_VIT_RS_CD,122,"허위청구 + 의사, 약사 담합"
INVT_TGT_VIT_RS_CD,123,"허위청구 + 의사, 약사 직접조제"
INVT_TGT_VIT_RS_CD,124,허위청구 + 복약지도 미실시
INVT_TGT_VIT_RS_CD,125,허위청구 + 의약품 임의변경 및 임의대체조제
INVT_TGT_VIT_RS_CD,126,허위청구 + 기타
INVT_TGT_VIT_RS_CD,211,"무자격자의 의료행위(수술, 마취) 등"
INVT_TGT_VIT_RS_CD,212,무자격자의 검사행위
INVT_TGT_VIT_RS_CD,213,무자격자의 방사선촬영행위
INVT_TGT_VIT_RS_CD,214,무자격자의 물리치료 행위
INVT_TGT_VIT_RS_CD,215,무자격자의 치석제거 등 행위
INVT_TGT_VIT_RS_CD,216,가짜 의사(약사)의 의료(조제)행위
INVT_TGT_VIT_RS_CD,311,진료기록부(조제기록부)허위기재
INVT_TGT_VIT_RS_CD,312,"환자 유인행위(본인부담금 면제, 순회진료 등)"
INVT_TGT_VIT_RS_CD,313,면허자격정지기간 중 의료(조제)행위
INVT_TGT_VIT_RS_CD,314,비의료인에게 고용
INVT_TGT_VIT_RS_CD,315,먼허증 대여
INVT_TGT_VIT_RS_CD,316,"의사, 약사 담합"
INVT_TGT_VIT_RS_CD,317,"의사, 약사 직접조제"
INVT_TGT_VIT_RS_CD,318,복약지도 미실시
INVT_TGT_VIT_RS_CD,319,의약품 임의변경 및 임의대체조제
INVT_TGT_VIT_RS_CD,400,기타(상기 범위에 구분 되지 않은 경우)
INVTP_CHG_RS_CD,1,"조사원 및 가족의 질병 , 상해에 따른 조사원 변경"
INVTP_CHG_RS_CD,2,조사원 및 가족의 상(喪)에 따른 조사원 변경
INVTP_CHG_RS_CD,9,기타
INVTP_PSTN_ADM_TP_CD,1,건강보험심사평가원
INVTP_PSTN_ADM_TP_CD,2,국민건강보험공단
INVTP_PSTN_ADM_TP_CD,3,보건복지부
INZ_TP_CD,1,서울
INZ_TP_CD,2,경기권
INZ_TP_CD,3,강원권
INZ_TP_CD,4,충청권
INZ_TP_CD,5,전라권
INZ_TP_CD,6,경상권
INZ_TP_CD,7,제주
INZ_TP_CD,11,제1권역(서울·의정부)
INZ_TP_CD,12,제2권역(수원·인천)
INZ_TP_CD,13,제3권역(부산·대구·창원)
INZ_TP_CD,14,제4권역(광주·대전·전주)
INZ_TP_CD,15,제5권역(본원)
IPAT_BF_DY14_WN_OIST_DSCG_CD,1,제3차의료급여기관
IPAT_BF_DY14_WN_OIST_DSCG_CD,2,종합병원
IPAT_BF_DY14_WN_OIST_DSCG_CD,3,일반병원/재활병원
IPAT_BF_DY14_WN_OIST_DSCG_CD,4,요양병원
IPAT_BF_DY14_WN_OIST_DSCG_CD,5,전문요양시설
IPAT_BF_DY14_WN_OIST_DSCG_CD,6,의원
IPAT_BF_DY14_WN_OIST_DSCG_CD,7,없음
IPAT_DDCNT_EXTN_TP_CD,H         ,상단열외
IPAT_DDCNT_EXTN_TP_CD,L         ,하단열외
IPAT_DDCNT_EXTN_TP_CD,N         ,정상
IPAT_DDCNT_IX_TP_CD,10,기본
IPAT_DDCNT_IX_TP_CD,20,타겟
IPAT_DDCNT_IX_TP_CD,30,장기요양
IPAT_DSCG_STAT_TP_CD,1,입원중
IPAT_DSCG_STAT_TP_CD,2,입원중(7일이내재입원)
IPAT_DSCG_STAT_TP_CD,3,입원중(7일초과재입원)
IPAT_DSCG_STAT_TP_CD,4,퇴원
IPAT_DSCG_TP_CD,1,입원
IPAT_DSCG_TP_CD,2,퇴원
IPAT_DY_TP_CD,H         ,HIGH
IPAT_DY_TP_CD,L         ,LOW
IPAT_MM1_BF_POR_TP_CD,1,집에 거주(재가장기요양서비스/가정간호/방문간호를 받으면서)
IPAT_MM1_BF_POR_TP_CD,2,집에 거주(재가장기요양서비스/가정간호/방문간호를 받지 않으면서)
IPAT_MM1_BF_POR_TP_CD,3,요양시설/그룹홈
IPAT_MM1_BF_POR_TP_CD,4,급성기병원
IPAT_MM1_BF_POR_TP_CD,5,요양병원
IPAT_MM1_BF_POR_TP_CD,6,정신병원/정신시설
IPAT_MM1_BF_POR_TP_CD,7,기타
IPAT_OPAT_DGS_TP_CD,1,입원
IPAT_OPAT_DGS_TP_CD,2,외래
IPAT_OPAT_DGS_TP_CD,3,약국
IPAT_PFD_MGT_FRM_CD,1,직영
IPAT_PFD_MGT_FRM_CD,2,위탁
IPAT_PTNT_SRL_DIV_CD,1,전문
IPAT_PTNT_SRL_DIV_CD,2,일반
IPAT_PTNT_SRL_DIV_CD,3,단순
IPAT_PTNT_SRL_DIV_CD,4,에러
IPAT_PTNT_TP_CD,0,일반
IPAT_PTNT_TP_CD,1,장기
IPAT_PTNT_TP_CD,2,제외
IPAT_PTNT_TP_CD,3,한방
IPAT_RCD_WRT_POTM_CD,1,입원 익일(자정)까지 작성
IPAT_RCD_WRT_POTM_CD,2,입원 익일부터 3일 이내 작성
IPAT_RCD_WRT_POTM_CD,3,입원 익일부터 3일 초과 작성
IPAT_SICK_ASM_RST_CD,0,불일치
IPAT_SICK_ASM_RST_CD,1,일치
IPAT_SICK_ASM_RST_CD,X         ,제외
IPAT_SICK_TP_CD,E         ,기타(예외상병)
IPAT_SICK_TP_CD,N         ,해당 상병이 입원당시에 존재하지 않음
IPAT_SICK_TP_CD,U         ,해당 상병이 입원 당시에 존재하였는지를 결정 할 수 있는 기록이 충분하지 못함
IPAT_SICK_TP_CD,W         ,해당 상병이 입원 당시에 존재 하였는지를 의료제공자가 임상적으로 결정 할 수 없음
IPAT_SICK_TP_CD,Y         ,해당 상병이 입원당시에 존재함
IPAT_SICK_YN_STAT_CD,1,Yes
IPAT_SICK_YN_STAT_CD,2,No
IPAT_SICK_YN_STAT_CD,3,Unknown
IPAT_SICK_YN_STAT_CD,4,Undetermined
IPAT_STAT_TP_CD,1,입퇴실기간(인공호흡기 무)
IPAT_STAT_TP_CD,2,입퇴실기간(인공호흡기 유)
IPAT_STAT_TP_CD,3,인공호흡기적용
IPAT_STAT_TP_CD,4,중심도관삽입
IPAT_STAT_TP_CD,5,요로카테터삽입
IPAT_STAT_TP_CD,N         ,해당없음
IPAT_TP_CD,1,일반병동
IPAT_TP_CD,2,중환자실
IPAT_TP_CD,3,응급실
IPAT_TP_CD,N         ,해당없음
IPAT_VST_TP_CD,1,입원
IPAT_VST_TP_CD,2,외래
IPAT_VST_TP_CD,3,직접조제
IPAT_VST_TP_CD,4,처방조제
IPAT_WORP_WARD_TP_CD,1,통합관리병동(24시간)
IPAT_WORP_WARD_TP_CD,2,통합관리병동(일부)
IPAT_WORP_WARD_TP_CD,3,단기입원병동(24시간)
IPAT_WORP_WARD_TP_CD,4,단기입원병동(일부)
IPAT_WORP_WARD_TP_CD,5,일반병동(24시간)
IPAT_WORP_WARD_TP_CD,6,일반병동(일부)
IPAT_WORP_WARD_UNIT_CD,1,내과계
IPAT_WORP_WARD_UNIT_CD,2,외과계
IPAT_WORP_WARD_UNIT_CD,3,기타
IPUT_OTPT_TP_CD,I         ,입력
IPUT_OTPT_TP_CD,O         ,출력
IPUT_TP_CD,1,직원
IPUT_TP_CD,2,제약회사
IRB_ADMT_CD,1,승인
IRB_ADMT_CD,2,심의중
IRB_ADMT_CD,3,기타
IRB_ADMT_RST_CD,M4201     ,심의면제확인
IRB_ADMT_RST_CD,M4202     ,승인
IRB_ADMT_RST_CD,M4203     ,조건부승인
IRB_ADMT_RST_CD,M4204     ,보완
IRB_ADMT_RST_CD,M4205     ,반려
IRB_ADMT_RST_CD,M4206     ,중지
IRB_CSD_TY_CD,M4801     ,사전검토
IRB_CSD_TY_CD,M4802     ,신속심의
IRB_CSD_TY_CD,M4803     ,정규심의
IRB_CSD_TY_CD,M4804     ,변경심의
IRB_CSD_TY_CD,M4805     ,지속심의
IRB_CSD_TY_CD,M4806     ,재심의
IRB_CSD_TY_CD,M4807     ,종료보고
IRB_CSD_TY_CD,M4808     ,기타보고
IRRG_MEAL_YN_CD,0,무
IRRG_MEAL_YN_CD,1,유
ISNR_MGT_YN_CD,1,일반격리실
ISNR_MGT_YN_CD,2,음압격리실
ISNR_MGT_YN_CD,3,미운영
ITAI_YN_CD,0,무
ITAI_YN_CD,1,유
ITM_BSNC_TP_CD,1,수입의약품
ITM_BSNC_TP_CD,2,국내제조의약품
ITM_BSNC_TP_CD,3,도매
ITM_CHG_RS_CD,0,휴업
ITM_CHG_RS_CD,1,폐업
ITM_CHG_RS_CD,11, -
ITM_CHG_RS_CD,101,제조품목허가번호변경
ITM_CHG_RS_CD,102,제품명칭변경
ITM_CHG_RS_CD,103,원료약품변경(성분변경)
ITM_CHG_RS_CD,104,성상변경
ITM_CHG_RS_CD,105,제조방법변경
ITM_CHG_RS_CD,106,효능효과변경
ITM_CHG_RS_CD,107,용법용량변경
ITM_CHG_RS_CD,108,포장단위변경
ITM_CHG_RS_CD,109,저장방법 및 유효기간(사용기간)변경
ITM_CHG_RS_CD,110,기준및시험방법변경
ITM_CHG_RS_CD,111,사용상주의사항변경(부작용포함)
ITM_CHG_RS_CD,112,품목허가조건변경
ITM_CHG_RS_CD,113,의약품분류번호변경
ITM_CHG_RS_CD,114,의약품분류변경(전문/일반)
ITM_CHG_RS_CD,115,제품취소취하변경
ITM_CHG_RS_CD,116,제형변경
ITM_CHG_RS_CD,117,수입/위탁제조원변경
ITM_CHG_RS_CD,118,생동삭제
ITM_CHG_RS_CD,119,비고
ITM_CHG_RS_CD,120,수입품목소재지변경
ITM_CHG_RS_CD,121,지위승계
ITM_CHG_RS_CD,190,허가에서신고로변경
ITM_CHG_RS_CD,191,시험방법변경
ITM_CHG_RS_CD,193,시험항목변경
